City,State,State2,Country,Country2,Latitude,Longitude,Name,Price Per Guest,numberOfGuests,Price,roomType,Ratings
Nainital, Uttarakhand,Uttarakhand, India,India,29.50948,79.63587,Meraki @ The Woodhouse Farm,26,6,153,Farm stay,5
Varca, Goa,Goa,India,India,15.22279,73.93695,A Cosy Villa near the beach in Goa,13,10,134,Entire villa,4.6
Nainital, Uttarakhand,Uttarakhand, India,India,29.45992,79.65339,Sara's Chalet Two with Garden View,30,5,149,Entire chalet,4.42
Kodaikanal, Tamil Nadu,Tamil Nadu, India,India,10.26714,77.46693,ANISREE (4 Bedroom home with valley view),19,8,151,Entire home,4.81
Gurugram, Haryana,Haryana, India,India,28.36201,76.95057,"Farm Villa  with pool near NH 8, Bonfire",9,14,132,Entire home,3.85
Pravithanam, Kerala,Kerala, India,India,9.737,76.735,Pool Villa - The Humming Trees,12,16,192,Entire villa,4.92
Lonavala, Maharashtra,Maharashtra, India,India,18.73217,73.40168,StayVista Scenic View - 4BR Bungalow 89,16,12,193,Entire villa,4.36
Gurugram, Haryana,Haryana, India,India,28.289,76.929,Farm The Retreat | With Private Pool,33,6,196,Farm stay,4.74
Chapora, Goa,Goa, India,India,15.60545,73.74301,ElSereno-2Bhk Apt with Private Garden-North Goa,35,4,140,Entire rental unit,4.77
Lanja, Maharashtra,Maharashtra, India,India,16.881,73.468,TERRAKOT....A Mango Breeze!,21,9,192,Farm stay,0
Panchgani, Maharashtra,Maharashtra, India,India,17.943,73.807,Valley view Bungalow on rent in Panchgani,12,16,190,Entire home,4.91
Lonavala, Maharashtra,Maharashtra, India,India,18.7641,73.40108,Shalimar Royal: Luxurious 4BHK Villa by Limestays,8,16,133,Entire villa,4.41
Jaipur, Rajasthan,Rajasthan, India,India,26.97969,75.77537,'Alberto Villa' -High end luxury mansion with pool,19,10,192,Entire villa,0
Ranga Reddy, Telangana,Telangana, India,India,17.29038,78.23217,Experience serenity at this 2BHK pool property,14,14,192,Entire villa,5
Lonavala, Maharashtra,Maharashtra, India,India,18.74743,73.42289,Modi House,12,16,194,Entire bungalow,4.66
Nainital, Uttarakhand,Uttarakhand, India,India,29.41925,79.55279,Sara's Chalet Three w/ Lawn,26,5,132,Entire chalet,4.43
Colva, Goa,Goa, India,India,15.27555,73.91895,Luxurious 3bhk villa with private pool at Colva,21,9,191,Entire home,3.2
Jaipur, Rajasthan,Rajasthan, India,India,26.93029,75.88596,4 BR Artisana Farm with swimming pool in Jaipur,13,10,129,Farm stay,4.49
Vagator, Goa,Goa, India,India,15.59775,73.75629,"3BHK luxury Villa-Villa Da' Sixth, Vagator- Anjuna",18,8,141,Entire villa,4.83
Alto Porvorim, Goa,Goa, India,India,15.51944,73.81883,Serviced Apartments w Pool & Breakfast for upto 12,11,12,133,Room in serviced apartment,5
Dhanolti, Uttarakhand,Uttarakhand, India,India,30.447,78.196,A Secluded Wood Cabin @ Dhanaulti (Falcon Crest ),34,4,135,Entire cabin,4.89
Baga, Goa,Goa, India,India,15.55843,73.75666,Cute 3 Bedroom Villa 300m from Baga Beach,22,6,129,Entire villa,4.53
Chennai, Tamil Nadu,Tamil Nadu, India,India,12.70712,80.2272,"B's Hive on the Beach - ""KADAL""",14,10,137,Entire cottage,4.78
Manali, Himachal Pradesh,Himachal Pradesh, India,India,32.245,77.181,4BHK: The ForestBound Cottage,15,10,153,Entire villa,5
Sangolda, Goa,Goa, India,India,15.54702,73.80199,Baga/calangute 7min drive- 3bhk villa with pool,11,12,137,Entire villa,4.44
Igatpuri, Maharashtra,Maharashtra, India,India,19.68254,73.57751,Cabaral Villa: Artsy 3BHK with pool by Limestays,9,16,137,Entire villa,4.4
Kasauli, Himachal Pradesh,Himachal Pradesh, India,India,30.902,77.016,The Anchorage by Sonali - Kasauli,23,6,139,Entire cottage,4.75
New Delhi, Delhi,Delhi, India,India,28.52394,77.13948,Villa spend time and make memories,15,10,150,Entire villa,0
Nalambi, Maharashtra,Maharashtra, India,India,19.22775,73.21889,"Jumbo pool villa, Ambernath",13,12,152,Farm stay,4.8
Sughandhagiry, Kerala,Kerala, India,India,11.58006,75.99667,A Frame Wildrootstay Orchid Family Chalet,22,6,131,Farm stay,3.8
Chalnichhina, Uttarakhand,Uttarakhand, India,India,29.5547,79.80569,Hushstay x House on the Slope :Facing the Himalaya,32,6,192,Farm stay,5
Vagator, Goa,Goa, India,India,15.5987,73.75698,"Vagator ,Cosy & Modern 3 bedroom villa for 8",25,8,196,Entire villa,5
Munnar, Kerala,Kerala, India,India,10.15926,77.17119,"Nature Castle(Willus villa),Munnar,Vattavada",10,16,154,Entire villa,4.53
